street	intersections	agencies	number_violations
Pearsall St	e/of olympia bl	T	19
Pearson St		T	8
Pelton Ave	w/of whitewood|w/of castleton|s/of castleton a|n/of castleton a|s/of forest av|n/of forest ave|e/of forest ave|w/of morrison a|w/of forest av|s/of forest ave|s/of castleton|n/of forest av|n/of castleton|e/of forest av|w/of forest ave	T	562
Pelton Pl	e/of pelton ave|n/of forest ave|s/of forest ave	T	5
Pemberton Ave	s/of gurley ave	T	9
Penbroke Ave		T	29
Pendale St	n/of fairbanks|e/of malone ave|n/of montreal av|s/of malone ave|n/of chesterton|s/of fairbanks|e/of fairbanks|n/of guyon ave|n/of fairbanks a|w/of malone ave|w/of guyon ave|w/of fairbanks|e/of montreal a|w/of malone av|w/of montreal a|w/of montreal av|n/of chesterto	T	55
Pendleton Pl	e/of prospect a|w/of prospect av|n/of arnold st|w/of prospect a	T	41
Penn Ave	w/of 8th st|n/of hylan blv|n/of hylan blvd|n/of 10th st	T	29
Penn St	w/of gower st|n/of gower st	T	26
Penton St	e/of amboy rd	T	10
Percival Pl		T	4
Perkiomen Ave		T	7
Perry Ave	s/of victory blv|e/of victory bl|s/of victory bl	T	44
Pershing St	e/of linwood ave	T	5
Peru St		T	6
Peter Ave	s/of clawson st|s/of clawson s|n/of clawson st	T	24
Petrus Ave	s/of rye ave|e/of rye ave|e/of moffett st|e/of chesebroug|s/of chesebroug|n/of rye ave|e/of richmond av|w/of richmond av|e/of chesebrou|e/of moffett s	T	93
Pheasant Ln		T	6
Phelps Pl		T	7
Philip Ave	n/of lynch st|s/of hylan blvd|s/of hylan blv|s/of allegro st	T	25
Piave Ave	s/of mcclean av	T	23
Piedmont Ave	n/of hylan blvd|e/of hylan blvd|s/of hylan blvd|w/of hylan blv	T	44
PIEDMONT AVE		P	7
Pierce St	e/of hanover av|e/of targee st|e/of richmond r|s/of neckar ave|w/of oder ave|w/of targee st|e/of britton av|w/of britton av|w/of neckar ave|s/of rhine ave|s/of richmond r|e/of elbe ave	T	51
Pike St		T	23
Pilcher St	e/of forest hil	T	5
Pine Pl	n/of vanderbilt|n/of coursen pl	T	14
Pine St		T	55
Pine Ter		T	4
Pinewood Ave	s/of maplewood a	T	18
Pitney Ave	e/of gladwin st|e/of gaynor st	T	58
Pittsville Ave	e/of swinnerton|s/of swinnerton|e/of swinnerto|w/of swinnerton|s/of yetman ave|s/of brighton s|e/of amboy rd|e/of yetman ave	T	26
Plank Rd		T	29
Platinum Ave	w/of forest hi|w/of lott ln|e/of lott ln|e/of forest hi|e/of forest hil|w/of forest hil|s/of lott ln|w/of richmond a	T	19
Platt St	w/of fairbanks|e/of champlain|w/of champlain|e/of fairbanks|e/of fairbanks a	T	28
Plattsburg St	e/of alter ave|n/of seaview av|e/of seaview av|w/of cromwell av|w/of cromwell|s/of cromwell a	T	29
Pleasant Pl	w/of vanderbilt|s/of coursen pl|e/of coursen pl	T	11
Pleasant Plains Ave		T	59
Pleasant Valley Ave	w/of van duzer|n/of van duzer|s/of van duzer	T	112
PLEASANT VALLEY AVE		P	8
Plymouth Rd	s/of rivington|w/of rockville	T	29
Poets Cir	s/of carlyle gre|w/of carlyle gre	T	8
Poillon Ave	e/of amboy rd|n/of newton st|e/of annadale r	T	22
Poland Pl	w/of laguardia|w/of todt hill r	T	30
Pompey Ave	s/of stroud ave|s/of leverett|n/of augusta a|n/of katan ave|s/of leverett a|w/of stroud ave|n/of scranton a|s/of genesee av|s/of augusta av|n/of leverett av|w/of leverett av|w/of laredo ave|n/of laredo av|e/of adlai cir|s/of scranton a|s/of katan ave|s/of laredo ave|w/of leverett a|e/of katan ave|e/of stroud ave|e/of bent st|e/of figurea av|n/of stroud ave|n/of figurea av|n/of figurea a|e/of augusta av|e/of genesee ave|s/of leverett av	T	112
POMPEY AVE	marne ave	P	15
POMPEY AVENUE		P|S	4
Pond St	w/of alverson a	T	16
Pontiac St	n/of forest ave|s/of forest ave	T	17
Poplar Ave	e/of rossville	T	22
Port Richman Avenue		T	122
Port Richmond Ave	s/of catherine s|n/of church st|n/of hatfield p|s/of hatfield p|w/of grove st|w/of grove ave|n/of vreeland s|w/of van riper|w/of harrison a|n/of richmond te|w/of blackford|w/of forest ave|n/of richmond t|w/of maple ave|e/of grove st|s/of vreeland st|e/of vreeland s|w/of harrison av|e/of harrison av|w/of vreeland|w/of vreeland s	T	3419
PORT RICHMOND AVE	richmond terr	P	20
Portage Ave	w/of mountainv|w/of fanning st|w/of mountainvi|e/of fanning st|w/of wellbrook|e/of mountainvi|w/of livingston|w/of melba st|w/of manor rd|e/of gower st|e/of wellbrook|w/of gower st|w/of mountainvie|e/of bradley av	T	81
Portland Pl		T	12
Posen St	w/of lorraine|w/of bath ave	T	8
Post Ave	w/of heberton av|w/of port richm|e/of heberton a|w/of decker ave	T	321
POST AVE		P	11
Post Ln		T	11
Potter Ave	e/of manor rd|w/of manor rd|w/of royal oak	T	50
POTTER AVE		P	6
Pouch Ter		T	29
Poultney St		T	12
Powell St	n/of covington|n/of w castor p	T	25
Prall Ave	n/of deisius st|e/of deisius st	T	77
Pratt Ct	s/of cody pl|e/of cody pl	T	12
Prescott Ave		T	5
President St	e/of birchard av	T	14
Presley St	w/of nelson ave	T	15
Preston Ave		T	44
Prices Ln		T	10
Primrose Pl	w/of tysens ln	T	30
Prince St	w/of vanderbilt|e/of wiederer p|e/of vanderbilt	T	46
Princess St		T	14
Princeton Ave	s/of colgate pl	T	31
Princeton Ln		T	4
Princewood Ave		T	14
Prol Pl	w/of richmond av|w/of richmond a	T	6
Prospect Ave	w/of harvard av|w/of sumner pl	T	75
PROSPECT AVE		P	4
Prospect Pl	w/of amboy rd|n/of amboy rd	T	11
Prospect St	w/of van duzer|s/of van duzer|w/of bay st|e/of van duzer|e/of bay st|e/of van duzer s|w/of front st|n/of bay st|e/of front st|s/of van duzer s|s/of bay st	T	469
PROSPECT ST		P	4
PROSPECT STREET		P|S	4
Providence St	w/of bay st|e/of old town r	T	38
PT RICHMOND AVE		P	4
Pulaski Ave	n/of hooker pl|n/of ronald ave|w/of dixon ave|e/of hooker pl|e/of dixon ave|s/of hooker pl|n/of dixon ave	T	244
Purcell St	e/of broadway|w/of broadway	T	46
Purdue St	w/of nome ave|s/of nome ave	T	22
Purdy Ave	e/of gansevoort|w/of sheraden|w/of gansevoort|w/of byrne ave|w/of woolley av|e/of sheraden a|e/of bradley av|e/of woolley av|w/of carmel ave|n/of clermont p|n/of carmel ave|w/of wheeler av|e/of crafton av|e/of gansevoor|e/of bradley a|w/of mann ave|w/of martin ave	T	91
Purdy Pl	e/of byrne ave	T	29
Purroy Pl	e/of targee st|n/of targee st	T	16
Quail Ln		T	4
Queen St	e/of gower st|e/of melba st|s/of fanning st|s/of elvin st|e/of bradley av|e/of elvin st|e/of wellbrook a|w/of gower st|e/of fanning st|e/of suffolk av|n/of fanning s	T	74
QUEEN ST		P	4
Queensdale St	s/of ashland av	T	6
Quincy Ave		T	4
Quinlan Ave	s/of victory bl|s/of victory blv	T	34
Quinn St	w/of broad st|s/of broad st|w/of tompkins s|n/of tompkins s|s/of tompkins st|s/of tompkins s|n/of tompkins st	T	79
QUINN ST		P	21
Quintard St	n/of ledyard pl|s/of hylan blvd|s/of hylan blv|e/of ledyard pl|s/of jerome rd|w/of laconia av|n/of jerome rd	T	199
QUINTARD STREET		S	27
Radcliff Rd		T	54
Radford St	s/of klondike|s/of klondike av	T	81
Radigan Ave		T	10
Railroad Ave	s/of mcclean av|n/of mcclean ave|s/of cedar ave	T	25
RAILROAD AVE		P	11
Raily Ct	s/of alcott st|e/of huguenot|s/of huguenot a|e/of alcott st|e/of huguenot a	T	22
Rainbow Ave	w/of heberton a	T	29
Ralph Ave		T	11
Ralph Pl		T	14
Ramapo Ave	w/of marcy ave	T	67
Ramble Rd		T	5
Ramona Ave	e/of maguire a|e/of maguire av|e/of helene ct|w/of maguire a|s/of helene ct|e/of minturn av|w/of helene ct	T	167
RAMONA AVE		P	20
RAMSEY PL		P	4
Randall Ave	s/of castleton	T	8
Rankin St		T	4
RARITAN AVE	henry pl|johnson place	P	10
Raritan Ave	s/of hylan blvd|s/of laconia av|w/of hylan blvd|w/of richmond r|n/of hylan blvd|e/of laconia av|e/of hylan blvd|n/of laconia av|e/of hylan blv|n/of laconia ave	T	232
RATHBUN		P	4
Rathbun Ave	e/of foster rd|w/of delmar ave|e/of grantwood|e/of heenan ave|n/of huguenot a|n/of delmar ave|w/of ellsworth|s/of maguire ave	T	280
RATHBUN AVE		P	17
Ravenhurst Ave	e/of jewett ave|w/of manor rd|e/of karen ct	T	46
Ravenna St		T	4
Ray St	w/of van brunt	T	5
Raymond Ave	n/of victory bl|n/of victory b|n/of forest ave|s/of victory bl|w/of victory bl|e/of victory bl|s/of victory blv	T	43
Raymond Pl	n/of delafield|s/of delafield a|n/of forest ave|s/of forest ave	T	59
Reading Ave		T	19
Rector St	w/of richmond te|s/of richmond t|w/of richmond t|s/of richmond te	T	78
Redgrave Ave	s/of maybury ct|w/of greencroft|e/of durant ave|w/of maybury ct|n/of maybury ct|n/of hylan blvd	T	43
Redwood Ave	w/of sandalwoo|w/of sandalwood|e/of evergreen s|e/of sandalwood	T	27
Regan Ave	s/of forest ave	T	8
Regent Cir		T	8
Regis Dr	w/of lenore ct|e/of elson ct|s/of farragut av	T	113
REGIS DR		P	6
REGIS DRIVE		P	12
Reid Ave	n/of jerome ave|n/of jerome rd|e/of laconia av|e/of jerome rd|n/of hylan blvd|w/of laconia av|e/of hylan blvd|s/of oberlin st|w/of oberlin s|n/of laconia av|w/of jerome rd|s/of jerome rd|s/of hylan blvd	T	99
Remsen St		T	16
Renee Pl	e/of lander ave|w/of lander ave|e/of hillman av|n/of lander ave|w/of hillman av|s/of lander ave|e/of kirshon av|s/of lander av|n/of hillman av	T	37
Renfrew Pl	e/of bowles ave|s/of bowles ave|n/of richmond av	T	30
Reno Ave	w/of hylan blvd	T	10
Rensselaer Ave	w/of foster rd|n/of lenevar av|s/of ellsworth|e/of foster ave|w/of nippon ave|w/of jefferson b|e/of huguenot a|w/of delmar ave|s/of marcy ave|n/of vernon ave|e/of lenevar ave	T	174
RENSSELAER AVE		P	6
Renwick Ave	e/of little cl|s/of victory blv|w/of little clo	T	21
Reon Ave	w/of manor rd|w/of todt hill|e/of todt hill|w/of sommers ln|e/of manor rd	T	13
Retford Ave		T	40
Retner St		T	4
Revere St	e/of sharon ave|w/of university	T	36
Reynolds St	s/of hylan blvd	T	29
REYNOLDS ST		P	4
Rhett Ave		T	13
Rhine Ave	e/of pierce st|n/of baltic ave|s/of clove rd|e/of baltic ave|e/of dekalb st|s/of steuben st	T	74
Rice Ave		T	25
Richard Ave		T	86
RICHARD AVENUE		S	4
Richard Ln	n/of gary ct|w/of morani st	T	39
Richmond Ave	n/of regis dr|s/of hylan blv|e/of scranton a|n/of forest st|s/of merrill ave|s/of regis dr|n/of croft pl|e/of sumner ave|n/of eton pl|s/of melissa st|e/of carnegie a|s/of vedder ave|n/of signs rd|n/of anita st|w/of willow rd|n/of katan ave|w/of forest st|e/of prol pl|s/of sumner ave|s/of vedder av|s/of merrymount|w/of ada dr|s/of shirley ave|n/of vedder ave|w/of morningsta|s/of gurley ave|n/of hylan blvd|s/of jardine av|w/of lamberts|n/of marc st|s/of sylvia st|e/of hylan blv|n/of sylvia st|e/of oakdale av|n/of prol pl|staten island mall|w/of vedder ave|e/of regis dr|s/of renfrew pl|n/of renfrew pl|w/of oakdale av|e/of morningsta|n/of wilson ave|n/of park rd|e/of peter st|e/of arlene st|s/of armand st|n/of king st|n/of rockland a|s/of oakdale st|s/of ada dr|s/of amboy rd|s/of morningsta|e/of oakdale st|s/of victory bl|w/of hylan blvd|s/of madan ct|n/of ada dr|e/of renfrew pl|w/of lander ave|s/of oakdale s|e/of hylan blvd|n/of oakdale st|n/of figurea av|s/of koch blvd|s/of park rd|s/of hylan blvd|rear side|s/of peter st|e/of anita st|w/of peter st|e/of federal pl|n/of melissa st|n/of shirley av|e/of gurley ave|s/of spring st|e/of willow rd|w/of regis dr|w/of greentree|n/of koch blvd|w/of anita st	T	12512
RICHMOND AVE	ifo shakeshek|holiday way|tommy tavern|vedder ave|anita st	P	222
RICHMOND AVENUE		P|S	41
RICHMOND HILL RD	northport lane	P	23
Richmond Hill Rd	e/of rockne st|n/of kelly blvd|e/of vassar st|w/of golf view|s/of kelly blvd|w/of kelly blvd|w/of ring rd|e/of brunswick|w/of lamped loo|w/of saturn ln|w/of merrymount|w/of marsh ave|n/of kelly blv|e/of kelly blvd|s/of brunswick|e/of ring rd	T	222
RICHMOND HILL ROAD		P|S	10
Richmond Rd	s/of spring st|w/of dongan hil|w/of liberty av|w/of van name a|s/of narrows rd|w/of quintard s|e/of beacon pl|n/of spring st|e/of barton ave|s/of ralph pl|e/of spring st|w/of raritan av|w/of adams ave|n/of steuben st|n/of ralph pl	T	982
RICHMOND RD		P	22
RICHMOND ROAD		P|S	13
Richmond Ter	e/of mersereau|w/of nicholas s|e/of nicholas a|s/of federal pl|e/of snug harbo|w/of jersey st|e/of federal pl|e/of st peters|w/of holland av|e/of newark ave|s/of nicholas st|e/of schuyler st|w/of federal p|e/of st peters p|n/of holland a|w/of betty ct|w/of federal pl|e/of jewett ave|w/of de hart ave|e/of post ln|w/of northfield|w/of lockman av|w/of john st|w/of simonson a|s/of federal p|e/of holland a|s/of andros ave|w/of schuyler st|e/of holland av|s/of schuyler st|w/of holland a|e/of jersey st|s/of betty ct|e/of schuyler s|w/of schuyler s|s/of st peters p|s/of schuyler s|e/of federal p|n/of federal p|n/of st peters p|s/of st peters|w/of st peters|s/of rector st|s/of holland av|n/of betty ct|e/of westervelt|e/of stuyvesant|n/of st peters|e/of port richmo|e/of van pelt a|n/of federal pl|s/of holland a|w/of greentree	T	1209
RICHMOND TER	stuyvesant	P	26
RICHMOND TERR	clinton ave|elizabeth	P	145
RICHMOND TERRACE	federal place	S|P	72
Richmond Valley Rd	e/of page ave	T	5
RICHMOND VALLEY RD		P	4
Ridge Ave		T	18
Ridgecrest Ave	n/of hylan blvd|s/of crest loop|n/of hylan blv	T	60
Ridgeway Ave	e/of victory blv|w/of riche ave|n/of victory bl|e/of victory b|e/of victory bl|s/of victory bl|s/of victory b|w/of victory bl	T	27
Ridgewood Ave	s/of gil ct|s/of lamoka ave|n/of wilson ave|n/of gil ct|n/of katan ave|e/of wilson ave|s/of arthur kil	T	150
Ridgewood Pl	s/of castleton|w/of castleton|s/of castleton a|n/of forest ave	T	30
Riedel Ave	n/of tysens ln|s/of windemere|n/of park st|n/of windemere|s/of e broadway	T	31
Riegelmann St	e/of willowbroo	T	28
Riga St	e/of adelaide	T	44
Riley Pl	e/of orange ave|s/of orange ave|n/of orange ave	T	28
Rivington Ave	w/of richmond a|w/of richmond|n/of freedom a|e/of richmond a|e/of mulberry a|w/of mulberry a|e/of park dr|w/of freedom av|n/of mulberry av|s/of mulberry ci|e/of freedom av	T	39
Roanoke St	s/of washington|e/of washington|n/of washington	T	25
Roberts Dr		T	20
Robin Rd	e/of arthur ave|s/of arthur ave|e/of sand ln|w/of sand ln|n/of ocean ave	T	51
ROBIN RD		P	4
Robinson Ave	n/of hylan blvd|n/of king st	T	59
Rochelle Pl		T	6
Rockaway St	n/of hylan blvd	T	36
Rockland Ave	e/of cooper ave|n/of cooper ter|w/of grissom av|w/of cooper pl|s/of cooper ter|e/of cooper ter|e/of richmond a|w/of cooper ter	T	157
ROCKLAND AVE		P	6
ROCKLAND AVENUE		S|P	5
Rockne St	s/of nome ave|w/of nome ave|e/of nome ave	T	51
Rockville Ave	e/of mulberry av	T	49
Rockwell Ave		T	7
Roderick Ave	w/of hylan blv	T	13
Roe St	s/of cary ave	T	48
Roff St	e/of van duzer|e/of targee st|w/of vanderbilt|n/of vanderbilt	T	104
Rokeby Pl	e/of bard ave|s/of bard ave	T	23
Rolling Hill Green		T	30
Roma Ave	w/of new dorp l|w/of navesink pl|n/of tysens ln|w/of tysens ln|e/of tysens ln|w/of ebbitts st	T	46
Roman Ave	e/of seldin ave|w/of may ave|w/of arlene st|e/of arlene st|w/of seldin ave|s/of seldin ave	T	96
Rome Ave	w/of stanwich st|s/of targee st|e/of targee st|w/of targee st	T	72
Ronald Ave	w/of morningsta|s/of morningsta	T	16
RONALD AVE		P	10
ROOSEVELT AVE		P	10
Roosevelt Ave	e/of harold st|n/of harold st	T	120
Roosevelt St	s/of baltic ave|e/of baltic st	T	11
ROOSEVELT ST		P	19
Rose Ave	s/of 1st st|n/of new dorp pl|n/of new dorp p|n/of hylan blv|n/of 3rd st|n/of 1st st|n/of 8th st|s/of 9th st|e/of 9th st|s/of new dorp pl|s/of 3rd st|s/of richmond r|s/of new dorp p|e/of 1st st|e/of new dorp p|e/of hylan blvd|e/of richmond r|w/of new dorp p	T	371
ROSE AVENUE		P	4
Rose Ct		T	4
Rosebank Pl		T	12
Rosecliff Rd	n/of birch rd|w/of birch rd|s/of spartan ave|s/of spartan a	T	45
Rosedale Ave	e/of everton av|e/of belfield|n/of belfield a|s/of belfield|e/of huguenot a|e/of belfield a|w/of belfield|w/of belfield a|s/of belfield a|e/of holcomb ave	T	77
ROSEWOOD PL		P	5
Rosewood Pl		T	47
Ross Ave	e/of 8th st|s/of 10th st|w/of 9th st|s/of 4th st|s/of 9th st|s/of 2nd st|n/of 9th st|n/of new dorp p|n/of 1st st|n/of new dorp pl	T	87
Rossville Ave	n/of grafe st|n/of mason blvd|s/of gunton pl|s/of mason blv|e/of berry ct|s/of barrow pl|w/of grafe st|e/of gunton pl|s/of barry st|s/of knesel st|s/of pond st	T	85
Roswell Ave	s/of victory bl|e/of victory bl|n/of victory bl|n/of wild ave|e/of wild ave|w/of victory bl	T	42
Row Pl		T	7
Roxbury St	e/of lockman av|s/of lockman av|w/of grandview|n/of lockman av	T	237
ROXBURY ST		P	14
ROXBURY STREET		P	4
Royal Oak Rd		T	6
Rugby Ave	s/of ridge ct	T	32
Rupert Ave	w/of washington|e/of washington|n/of washington|e/of fields ave	T	63
Russek Dr		T	61
RUSSEK DRIVE		S|P	6
RUSSELL DRIVE		P	4
Russell St	s/of wiman ave|e/of osborn ave	T	23
Rustic Pl	e/of nelson ave|n/of nelson ave	T	9
Ruth Pl		T	21
Ruth St	w/of livermore|w/of livermore a|s/of livermore	T	9
Ruxton Ave	w/of woodrow rd|w/of woodrow r|e/of woodrow r	T	58
Ryan Pl		T	18
Rye Ave	w/of pompey ave	T	32
S Beach Ave	s/of olympia b	T	11
S Bridge St	w/of arthur kil	T	37
S Gannon Ave	w/of gansevoort|w/of melba st|e/of woodward a|n/of legion pl|w/of ingram ave|w/of woodward a|w/of clermont p|e/of buchanan a|w/of collfield a|w/of kell ave|w/of collfield|w/of fanning st|s/of collfield|s/of melba st|e/of fanning st|e/of ardmore ave|s/of fanning st|w/of mann ave|e/of collfield a|w/of quinlan av|s/of gower st	T	77
S Goff Ave	n/of kenneth pl|n/of latourette	T	37
S Greenleaf Ave	s/of coale ave|s/of goodell av|e/of chandler a|n/of victory bl|w/of chandler a|s/of victory blv|n/of crowell av|s/of goodell ave|s/of chandler a|e/of chandler av|n/of chandler a|n/of coale ave|s/of victory bl|w/of chandler av|n/of maine ave|e/of coale ave	T	56
S Railroad Ave	s/of prescott a|s/of colfax ave|e/of bache ave|w/of bancroft a|e/of bancroft a|s/of fremont av|s/of bache ave|w/of jefferson|e/of fremont av|s/of midland av|w/of colfax ave|w/of cannon blv|e/of greeley a|e/of lincoln av|w/of guyon ave|e/of princeton|s/of cannon blv|e/of oak ave|w/of kelvin ave|w/of jacques ave|e/of guyon ave|e/of prescott a|e/of hull ave|e/of midland av|w/of justin av|w/of reno ave|w/of princeton|s/of bancroft a|s/of lincoln av|n/of colfax ave|e/of bay ter|e/of penn ave|w/of clarence p|w/of bache ave|n/of bay ter|w/of justin ave|w/of midland a|w/of penn ave|w/of midland av|w/of rose ave|w/of bancroft	T	179
S RAILROAD AVE		P	4
S Railroad St	w/of e tenafly|s/of midland av	T	51
S Service Road	w/of s drum st|w/of amboy rd|e/of s drum st|e/of station a	T	36
S St Austins Pl	e/of n st austi|s/of st austins|n/of davis ave|w/of bard ave|e/of bard ave|e/of davis ave|e/of st austins|e/of st austin|w/of st austins|s/of bard ave	T	54
S/S CRABTREE AVE	w/o trina lane|trina lane	P	4
S/S NICK LAPORTE PL	e/o stuyvesant pl|w/o bay st|e stuyvesant	P	9
S/S of BOUNDARY AVEN	ue 25' w/o midland a|ue 100' w/o midland|ue 20' w/o midland a	S	6
S/S of SHARROTTS ROA	d 75' e/o veterans r|d 25' w/o veterans r|d 50' e/o veterans r	S	5
S/S of VETERANS ROAD	west 500' w/o rossv|west 50' w/o arthur|west 100' w/o herve|east 10' e/o poplar|east 300' e/o bloom|west 100' e/o arthu|west 50' e/o arthur|west 200' n/o arthu	S	11
Sable Ave	s/of elbe ave|e/of weser ave|e/of mosel ave	T	5
SAINT MARKS PL		P	5
SAINT MARKS PLACE		P	4
Sampson Ave		T	16
Samuel Pl	n/of forest av|n/of forest ave|e/of forest av	T	11
SAND LANE		P|S	20
Sand Ln	s/of mcclean av|s/of macfarland|e/of bay st|e/of victory bl|e/of macfarland	T	231
Sandalwood Dr	w/of redwood av	T	70
SANDALWOOD DR		P	9
SANDALWOOD DRIVE		P	6
Sandborn St		T	5
Sandgap St	s/of arden ave	T	12
SANDGAP STREET		S	11
Sandra Ln		T	4
Sands St	s/of van duzer|w/of van duzer|e/of bay st|n/of bay st|w/of van duzer s|w/of bay st|e/of van duzer|s/of bay st|e/of van duzer s	T	110
Sanford Pl	e/of fairview a	T	58
Sanilac St		T	9
SANTA MONICA LN		P	5
Saunder St	w/of britton av|e/of oder ave	T	13
Savin Ct		T	9
Sawyer Ave		T	7
Saxon Ave	e/of ferndale av|e/of ferndale|s/of ferndale|w/of steinway a|n/of gadsen pl|e/of richmond a|w/of steinway av|w/of merrymount|n/of ferndale a|w/of merrymoun|s/of ferndale a|w/of gadsen pl|w/of ferndale a|w/of ferndale|s/of gadsen pl|e/of gadsen pl|e/of ferndale a|n/of ferndale c|w/of ferndale av|s/of ferndale ct|w/of ferndale c|s/of richmond|e/of steinway a	T	116
Saybrook St		T	11
Scarboro Ave	e/of bay st|s/of bay st|n/of bay st|e/of abbott st|w/of new ln|w/of bay st	T	152
SCARBORO AVE	abbott st	P	15
SCARBORO AVENUE		P	4
Scarsdale St	e/of school st|e/of seeley ln|e/of lindenwood	T	20
SCHMIDTS LANE		P	4
Schmidts Ln	s/of todt hill|w/of slosson ave|e/of manor rd|w/of manor rd|s/of manor rd|w/of laguardia	T	118
Schoharie St	w/of seneca ave	T	7
SCHOOL RD	dennis torricelli st	P	37
School Rd	s/of bay st|n/of bay st|e/of lily pond|w/of dennis to	T	34
SCHOOL ROAD		S|P	31
School St	e/of scarsdale|s/of scarsdale|w/of lindenwood|s/of lindenwood|w/of scarsdale	T	13
Schubert St	s/of st johns av	T	4
Schuyler St	w/of richmond t|s/of richmond te|e/of stuyvesant|s/of richmond t|w/of richmond te	T	26
SCOTT AVE		P	5
Scott Ave		T	41
Scranton Ave	e/of pompey ave|w/of wainwright|e/of wainwright|w/of richmond a	T	59
Scranton St		T	7
SCRIBNER AVE		P	10
Scribner Ave	w/of westervelt|n/of westervelt|s/of westervelt|e/of westervelt	T	171
Seacrest Ave		T	35
Seafoam St		T	5
SEAFOAM STREET		S	5
SEAVER AVE		P	7
Seaver Ave	n/of richmond rd|e/of jefferson|s/of richmond|s/of hylan blvd|e/of richmond rd|n/of richmond r|s/of richmond rd|s/of richmond r|e/of richmond r|e/of husson st	T	221
Seaview Ave	s/of olympia bl|n/of quincy ave|e/of olympia bl|e/of mason ave|n/of mason ave|n/of olympia bl|s/of nugent ave|n/of patterson|s/of olympia blv|w/of quincy ave|s/of hylan blvd|n/of nugent av|n/of hylan blvd|n/of olympia b|w/of nugent ave|w/of patterson a|e/of nugent av|s/of mason ave|w/of nugent av|e/of olympia b|s/of patterson|e/of nugent ave|w/of olympia blv|s/of patterson a|s/of nugent av|n/of liberty av|n/of olympia blv|w/of olympia bl|n/of patterson a|s/of olympia b|e/of hylan blvd|n/of father ca	T	6219
SEAVIEW AVE	quincy ave|oceanside ave	P	87
SEAVIEW AVENUE	i/o quincy ave	S|P	120
Seguine Ave	n/of kingsland|n/of hylan blvd|s/of melville s	T	65
SEGUINE AVE		P	5
Seguine Pl		T	11
Seidman Ave		T	34
Seldin Ave	s/of lamberts ln|s/of lamberts l|n/of roman ave|e/of lamberts ln	T	38
Selkirk St		T	12
Seneca Ave	s/of victory bl|n/of little clo|e/of little clov|n/of little clov	T	52
Seneca St		T	13
Serrell Ave		T	49
Seth Ct		T	11
Seward Pl		T	9
Seymour Ave		T	20
Shadow Ln	w/of e broadwa	T	11
Shafter Ave	n/of katan ave|w/of katan ave|n/of dewey ave	T	18
Shale St	e/of leason pl	T	42
Sharon Ave	s/of forest ave|e/of forest ave|n/of forest ave|w/of forest ave	T	131
Sharpe Ave	w/of charles av|s/of harrison av|e/of harrison|s/of castleton|e/of harrison a|s/of charles av|n/of harrison a|n/of castleton|s/of harrison|s/of charles ave|e/of harrison av|s/of harrison a|w/of post ave|w/of harrison a|n/of charles av|e/of castleton	T	222
SHARPE AVE		P	33
Sharrett Pl	n/of cortlandt|e/of lexington	T	8
Sharrott Ave	n/of sherwood a|s/of penton st	T	15
Sharrotts Rd	w/of veterans r|n/of veterans r|n/of veterans|s/of veterans|w/of arthur kil|e/of veterans r|w/of veterans|e/of veterans|s/of veterans r|w/of penton st|s/of darnell ln	T	178
SHARROTTS RD		P	6
Shaughnessy Ln	s/of tompkins av|e/of white plai|s/of tompkins a|w/of tompkins a	T	51
Sheffield St	s/of delafield	T	46
Sheldon Ave	s/of carlton bl|s/of foster rd|n/of arden ave|e/of carlton bl|s/of huguenot a	T	186
SHELDON AVE		P	4
SHELLEY AVE		P	4
Shelly Ave	e/of victory blv|e/of victory bl	T	29
Shenandoah Ave	n/of latimer av|w/of latimer av	T	35
Shepard Ave	w/of travis ave	T	29
Sheraden Ave	e/of willowbroo|w/of willowbroo|n/of willowbroo|s/of victory blv|s/of victory bl|n/of victory bl|e/of victory blv|e/of victory bl	T	71
Sheridan Ave	n/of w fingerbo|e/of crist st|w/of crist st|n/of crist st	T	33
Sheridan Ct	n/of hopkins av|w/of hopkins av|e/of hopkins av|e/of hopkins a	T	25
Sherman Ave	n/of fort pl|e/of benziger a|w/of benziger a|e/of fort pl|s/of fort pl|w/of hendricks|n/of benziger av	T	119
Shiel Ave		T	55
SHIEL AVE		P	8
Shift Pl		T	22
Shiloh St	w/of steinway a|w/of merrymoun|w/of merrymount|e/of steinway av	T	47
Shirley Ave	e/of barclay av|e/of hales ave|w/of richmond av|w/of richmond a|n/of hales ave|w/of hales ave	T	47
Shirra Ave		T	8
Shore Rd	e/of satterlee|n/of finlay st	T	9
Shotwell Ave		T	43
SHOTWELL AVE		P	4
Sideview Ave		T	16
Signal Hill Rd	e/of howard av|w/of howard ave|e/of arlo rd|s/of howard ave|e/of howard ave|n/of howard ave	T	39
Signs Rd	e/of victory b|e/of spark pl|n/of spark pl|e/of dinsmore s|e/of victory bl|s/of dinsmore|w/of carreau ave|s/of howard ave	T	43
Silver Lake Park Rd		T	6
Silver Lake Rd	w/of haven espl|s/of haven espl|e/of haven espl|e/of havenwood r	T	162
SIMONSON AVE		P	4
Simonson Ave	s/of richmond r|e/of richmond t|w/of richmond t|n/of walker st|n/of richmond te	T	235
Simonson Pl	s/of castleton a|n/of post ave|n/of castleton|s/of bond st|w/of dubois ave|s/of catherine	T	47
