street	intersections	agencies	number_violations
107th St	n/of jamaica av|n/of northern bl|s/of northern bl|n/of liberty av|e/of 170th st|n/of 71st ave|s/of northern b|s/of 34th ave|n/of 86th ave|s/of 101st ave|n/of 95th ave|s/of atlantic av|n/of atlantic w|n/of 32nd ave|s/of 101st rd|n/of 37th rd|s/of astoria blv|n/of atlantic a|n/of atlantic av|n/of rockaway bl|s/of 109th ave|n/of 137th ave|n/of astoria bl|w/of 34th ave|w/of pinegrove|n/of 37th dr|s/of 88th ave|s/of 32nd ave|s/of 86th ave|w/of liberty av|w/of jamaica av|s/of 107th ave|s/of liberty ave|n/of sutter ave|s/of astoria bl|e/of 93rd st|s/of 95th ave|s/of liberty av|s/of 37th ave|n/of 37th ave|s/of rockaway b|n/of liberty ave|n/of 34th ave|s/of jamaica av|n/of 88th ave|n/of northern b|s/of 103rd ave|s/of 85th ave|s/of atlantic a|e/of 105th st|n/of 101st ave|n/of 103rd ave|s/of 97th ave|w/of rockaway b|s/of sutter ave|s/of 92nd ave|n/of 85th ave|n/of jamaica ave|n/of 91st ave|w/of 88th ave|w/of 95th ave|s/of jamaica ave|n/of 97th ave|n/of astoria blv|n/of 107th ave|n/of rockaway b|w/of 111th st|w/of 37th ave|s/of liberty a|w/of 110th st	T	3426
108 AVE	170 street|86 street	P	37
108 AVENUE		P|S	4
108 ST	37 dr|37 ave|43 avenue|horace harding expwy	P	240
108 STREET		S|P	824
108th Ave	w/of 171st pl|e/of merrick bl|e/of cross bay|e/of 225th st|w/of 225th st|s/of jamaica av|e/of 171st st|e/of 120th st|e/of 157th st|w/of 221st st|w/of sutphin b|s/of 159th st|w/of 155th st|n/of 159th st|e/of 156th st|s/of 171st pl|e/of 155th st|e/of 165th st|w/of sutphin bl|e/of 166th st|e/of 159th st|w/of 171st st|e/of 167th st|w/of 96th st|e/of 227th st|w/of union hall|w/of 160th st|e/of union hall|e/of 160th st|e/of 154th st|s/of 171st st|w/of 166th st|w/of 167th st|w/of 157th st|n/of 221st st|w/of 164th st|w/of 154th st|w/of merrick bl|n/of 167th st|e/of sutphin blv|w/of 159th st|s/of northern b|w/of 156th st|n/of 35th ave|e/of 173rd st|e/of 96th st|w/of 227th st|s/of 154th st|e/of 170th st|s/of 160th st|e/of 221st st|s/of 170th st	T	727
108th Dr	w/of 167th st|s/of 164th pl|w/of 169th pl|e/of 169th pl|e/of 164th pl|w/of merrick bl|e/of merrick blv|s/of 169th pl|n/of liberty av|s/of merrick blv|s/of merrick bl|w/of 164th pl	T	79
108th Rd	w/of merrick bl|s/of 167th st|e/of 167th st|n/of merrick bl|w/of merrick b|w/of 169th pl|e/of merrick bl|w/of 167th st	T	51
108th St	s/of liberty ave|e/of 66th rd|n/of northern bl|s/of van doren s|parking lot|n/of 66th ave|w/of 66th ave|n/of 68th dr|n/of 67th dr|s/of 70th rd|w/of 70th ave|n/of 67th ave|n/of 37th ave|n/of 45th ave|n/of 62nd rd|w/of 63rd rd|n/of 47th ave|s/of 42nd ave|s/of martense av|s/of 70th ave|e/of jamaica ave|n/of 115th st|s/of westside a|s/of 34th ave|e/of queens blv|s/of 39th ave|w/of 70th rd|e/of waldron st|s/of 86th ave|s/of roosevelt a|n/of roosevelt|s/of 107th st|s/of 71st ave|s/of atlantic a|n/of corona ave|s/of 95th ave|s/of 109th ave|n/of 86th ave|n/of 91st ave|e/of van doren s|w/of roosevelt|n/of rockaway b|n/of 32nd ave|e/of 65th rd|108|w/of liberty av|n/of jewel ave|s/of 103rd ave|n/of 103rd ave|s/of waldron st|w/of 67th dr|n/of 36th ave|s/of van doren|n/of queens bl|w/of murray ave|n/of jamaica av|n/of liberty ave|e/of 70th rd|n/of muriel ct|n/of 63rd rd|s/of 65th ave|e/of 67th ave|n/of atlantic av|s/of 51st ave|n/of atlantic a|n/of 70th ave|n/of van doren|s/of 63rd dr|n/of 70th rd|w/of muriel ct|n/of 49th ave|n/of saultell av|w/of hollis ave|s/of 66th ave|n/of 48th ave|n/of 50th ave|s/of 91st st|w/of 62nd rd|e/of 62nd rd|e/of 38th ave|n/of 34th ave|n/of 71st ave|s/of liberty av|s/of rockaway b|n/of 51st ave|n/of queens blv|n/of westside av|n/of 62nd dr|s/of 66th rd|w/of jamaica av|s/of 37th dr|e/of 35th ave|s/of 45th ave|n/of 85th ave|s/of northern bl|s/of 67th rd|s/of northern b|n/of 68th rd|s/of jamaica av|n/of 41st ave|s/of 91st ave|n/of northern b|s/of roosevelt|s/of 62nd rd|n/of liberty av|s/of martense a|s/of 37th ave|n/of 35th ave|n/of 67th rd|s/of 38th ave|n/of otis ave|s/of otis ave|n/of 37th dr|s/of 90th ave|n/of 66th rd|n/of waldron st|s/of jamaica ave|n/of jamaica ave|s/of 67th dr|s/of muriel ct|s/of 68th rd|n/of roosevelt a|n/of 42nd ave|s/of 41st ave|w/of 67th rd|w/of 71st ave|s/of 67th ave|n/of 97th ave|n/of 43rd ave|w/of 62nd dr|w/of 67th ave|n/of 101st ave|s/of 97th ave|s/of astoria bl|s/of queens blv|s/of 68th ave|s/of 107th ave|s/of 52nd ave|n/of 107th ave|w/of 66th rd|e/of jewel ave|e/of 63rd dr|n/of 95th ave|w/of 109th ave|w/of 69th ave|e/of 68th dr|e/of 71st ave|w/of jewel ave|n/of 52nd ave|w/of 65th ave|s/of 69th rd|w/of 68th dr|s/of merrick bl|s/of northern|e/of 63rd ave|w/of 64th rd|68 drive|e/of 67th rd|s/of 35th ave|n/of 69th rd|s/of jewel ave|n/of astoria bl|trailer ct plate be6|s/of 44th ave|s/of martense|n/of 63rd ave|s/of 68th dr|s/of 63rd ave|n/of sutter ave|n/of 46th ave|s/of van cleef|e/of 95th ave|n/of rockaway bl|n/of rockaway|n/of queens blvd|n/of 39th ave|e/of 69th ave|w/of 69th dr|s/of 48th ave|w/of atlantic a|n/of 69th ave|s/of 62nd dr|n/of 101st st|n/of 65th rd|n/of 65th ave|e/of 69th rd|e/of martense a|s/of 49th ave	T	10013
109 AVE	112 st|139 st|84 st|191 st|117 st	P	153
109 AVENUE	116 street|120 street	P|S	15
109 RD		P	8
109 ST	atalntic ave	P	120
109 STREET		P|S	54
109th Ave	w/of 112th st|w/of 142nd st|e/of lefferts|e/of 145th st|w/of springfie|117th st 109 ave|w/of 109th st|e/of 118th st|w/of 171st st|n/of liverpool s|e/of 110th st|s/of 110th st|w/of 164th st|w/of guy r brew|w/of 120th st|w/of 96th st|s/of liverpool s|e/of sutphin bl|e/of lefferts b|e/of union hall|w/of union hall|w/of 98th st|e/of ferndale av|e/of 127th st|dead end|e/of 164th st|w/of 225th st|w/of 86th st|s/of liberty ave|e/of 153rd st|w/of 110th st|e/of inwood st|e/of 106th st|n/of 109th st|w/of lefferts b|e/of merrick b|e/of 155th st|e/of liberty av|e/of 133rd st|s/of 134th st|w/of 134th st|w/of pinegrove|e/of 109th st|e/of 130th st|n/of jamaica av|e/of 111th rd|s/of liverpool|e/of guy r brew|n/of tuskegee|s/of 156th st|e/of liverpool s|w/of 133rd st|w/of 114th st|s/of merrick bl|w/of pinegrove s|w/of 97th st|e/of merrick bl|e/of 113th st|w/of 109th rd|e/of 139th st|w/of 123rd st|n/of 107th st|n/of liberty av|n/of 153rd st|n/of 37th ave|s/of union hall|e/of 160th st|e/of 108th st|w/of 121st st|e/of 193rd st|s/of 141st st|w/of 107th ave|w/of 159th st|n/of 96th st|e/of 120th st|e/of 117th st|e/of 107th st|ps 40 school|e/of 123rd st|w/of 160th st|s/of 34th ave|w/of liverpool|e/of liverpool|w/of 153rd st|w/of 111st st|w/of 174th st|e/of 159th st|w/of 175th st|w/of 172nd st|w/of 111th st|e/of 171st st|w/of 129th st|w/of 171st pl|w/of 113th st|e/of 210th st|w/of 156th st|w/of 108th st|w/of liverpool s|w/of inwood st|e/of 96th st|e/of monterey s|e/of springfiel|e/of 172nd st|e/of pinegrove|e/of 111th st|w/of 110th rd|w/of 203rd st|w/of sutphin bl|e/of 143rd st|n/of liverpool|e/of 111st st|e/of 114th st|e/of 121st st|w/of 143rd st|s/of lakewood a|e/of 129th st|e/of 97th st|n/of 108th st|n/of 130th st|w/of 155th st|s/of hawtree cre|w/of 128th st|e/of springfield|s/of 173rd st|w/of 195th st|e/of farmers blv|w/of sutphin blv|e/of 108th ave|s/of hollis ave|w/of lefferts bl|e/of 112th st|e/of guy r brewe|w/of 124th st|n/of 107th ave|w/of 106th st|e/of 142nd st|n/of inwood st|w/of 205th st	T	1636
109th Dr	e/of 253rd st|dead end|w/of 153rd st|e/of 153rd st	T	50
109th Rd	w/of hollis ave|e/of 139th st|e/of 167th st|w/of merrick blv|w/of 153rd st|w/of 155th st|e/of 155th st|e/of sutphin bl|w/of 167th st|s/of 155th st|w/of sutphin bl|e/of 153rd st|s/of hollis av	T	166
109th St	s/of jamaica av|s/of 46th ave|s/of 101st ave|s/of 47th ave|s/of 34th ave|w/of liberty av|n/of 101st ave|n/of jamaica ave|s/of northern bl|n/of atlantic a|n/of liberty av|n/of liberty ave|s/of northern b|s/of 36th ave|w/of 110th st|n/of jamaica av|w/of 85th ave|n/of liberty ln|s/of 54th ave|s/of 37th ave|n/of 107th ave|n/of 35th ave|n/of rockaway b|w/of 107th ave|s/of 103rd ave|n/of 95th ave|s/of rockaway b|w/of 46th ave|n/of 103rd ave|n/of 37th ave|s/of 107th ave|n/of rockaway bl|s/of liberty av|n/of 47th ave|n/of 34th ave|n/of atlantic av|s/of liberty ave|e/of 103rd st|s/of 86th ave|s/of jamaica ave|s/of 95th ave|n/of 36th ave|s/of myrtle ave|s/of 97th ave|n/of 47th st|n/of 97th ave|s/of 85th ave|s/of 109th ave|w/of 134th st|s/of 35th ave|n/of 85th ave|n/of 109th ave|w/of 160th st	T	3155
10th Ave	w/of 115th st|e/of 115th st|e/of 160th st|w/of 117th st|n/of 115th st|w/of 126th st|e/of 125th st|e/of 154th st|w/of 160th st	T	104
10th St	n/of 43rd ave|n/of 41st ave|s/of vernon bl|n/of 35th ave|s/of 34th ave|n/of 38th ave|n/of 41st rd|e/of vernon blv|s/of 35th ave|s/of 40th ave|n/of 37th st|n/of 41st dr|s/of liberty av|n/of 44th rd|n/of 45th ave|s/of 41st rd|n/of 44th ave|s/of 38th ave|n/of 33rd rd|s/of 45th rd|s/of 33rd rd|s/of vernon blv|e/of 44th ave|s/of 44th ave|s/of 44th dr|s/of 41st ave|s/of 43rd rd|n/of 43rd rd|s/of 44th rd|s/of 43rd ave|s/of 37th ave|n/of 44th dr|w/of 41st ave|n/of 37th ave|s/of 33rd ave|e/of 115th st|s/of 42nd rd|s/of 110th st|n/of 45th rd|s/of queens plaz|n/of 34th ave|s/of 41st st|e/of vernon blvd|w/of 33rd rd|s/of vernon blvd|n/of 40th ave|s/of queens pla|n/of 36th ave|w/of 44th dr	T	3611
10TH ST		P	4
10TH STREET		P	4
11 AVE		P	11
11 AVENUE		P	4
11 ST	46 road|jackson ave|31 ave	P	60
11 STREET	40 ave	S|P	64
110 AVE	205 st|springfield blvd|164 place|179 street|209 pl|merrick blvd|223 st|166 st|164 pl|166 street|205 street|223 street	P	41
110 AVENUE	160 street|197 street	P|S	29
110 ST	102 ave|95 ave|n/o 70 ave|liberty ave	P	157
110 STREET		S|P	157
110th Ave	w/of 142nd st|w/of 157th st|n/of springfield|n/of 142nd st|s/of 178th st|s/of 179th pl|e/of 205th st|n/of liberty av|w/of 209th pl|e/of inwood st|w/of 164th st|w/of 179th pl|n/of liverpool s|w/of farmers bl|w/of 145th st|w/of merrick bl|e/of liverpool|w/of 160th st|n/of liverpool|n/of sutphin bl|w/of 174th st|w/of 143rd st|s/of 179th st|w/of union hall|w/of 197th st|dead end|e/of 159th st|e/of 180th st|w/of 196th st|e/of sayres ave|w/of 178th st|w/of 195th st|e/of 156th st|e/of 157th st|w/of 209th st|w/of 153rd st|w/of 180th st|e/of liverpool s|e/of union hall|e/of 175th st|s/of liverpool s|w/of 179th st|s/of 174th st|e/of 178th st|e/of 160th st|e/of 173rd st|e/of 153rd st|w/of sayres ave|e/of 179th pl|e/of 155th st|w/of liverpool s|w/of guy r brewe|e/of 177th st|w/of sutphin bl|e/of 179th st|e/of 164th st|w/of 188th st|e/of springfiel|e/of sutphin bl|w/of liberty ave|e/of sayres av|w/of 159th st|w/of liverpool|w/of 107th ave|n/of 179th st|w/of guy r brew|e/of merrick bl|n/of 179th pl|s/of merrick b|w/of francis le|w/of 164th pl|n/of 180th st|s/of sutphin bl|s/of 171st pl|e/of sutphin blv	T	1079
110th Rd	w/of 153rd st|e/of sutphin bl|e/of liverpool|w/of merrick bl|n/of liberty av|e/of liverpool s|w/of springfiel|w/of liverpool s|w/of sutphin blv|e/of brinkerhof|s/of sutphin bl|n/of liberty ave|n/of liverpool s|w/of sutphin bl|n/of northern b|e/of farmers blv|e/of guy r brew|w/of 167th st|e/of 169th st|e/of 153rd st	T	178
110th St	s/of jewel ave|n/of 63rd rd|n/of 109th ave|s/of 14th rd|n/of 101st ave|s/of 62nd dr|s/of jamaica av|n/of 69th ave|s/of 67th rd|s/of 37th ave|w/of 68th rd|n/of 67th rd|e/of 34th ave|e/of 67th rd|w/of 85th ave|e/of 68th ave|s/of liberty ln|n/of 103rd ave|e/of 71st ave|s/of 64th rd|s/of 70th ave|n/of atlantic av|e/of 103rd ave|s/of 66th dr|s/of atlantic av|s/of 75th ave|e/of northern b|w/of 72nd rd|n/of 72nd ave|n/of jamaica av|s/of 68th rd|w/of 63rd rd|s/of 68th ave|110|s/of 69th ave|e/of atlantic av|s/of jamaica ave|s/of 67th ave|s/of 269th st|s/of 72nd rd|w/of queens blv|w/of northern|n/of 63rd ave|s/of 103rd ave|w/of 67th ave|s/of 107th ave|n/of 64th ave|w/of 67th dr|n/of northern b|e/of 71st rd|s/of 91st st|s/of 66th rd|s/of 68th dr|n/of jamaica wa|e/of 68th rd|e/of 72nd ave|n/of 67th dr|n/of 15th ave|n/of 70th rd|n/of 65th ave|n/of astoria bl|w/of 69th ave|n/of 71st rd|n/of 71st ave|s/of northern b|s/of 67th dr|w/of 69th rd|n/of 72nd rd|w/of astoria bl|s/of liberty av|n/of 37th ave|n/of liberty av|s/of 34th ave|e/of 70th rd|w/of 71st ave|n/of 69th rd|w/of 70th ave|n/of liberty ave|s/of 71st rd|n/of 70th ave|s/of atlantic a|n/of 68th rd|s/of liberty ave|s/of astoria bl|w/of 70th rd|w/of 73rd ave|s/of 109th ave|n/of 111th ave|n/of atlantic a|e/of 66th rd|n/of northern bl|e/of 68th dr|n/of queens blv|n/of 34th ave|s/of 71st ave|e/of 69th ave|s/of 70th rd|e/of atlantic a|n/of jewel ave|s/of 69th rd|w/of 68th ave|e/of 69th rd|s/of 72nd ave|e/of 70th ave|w/of 71st rd|n/of jamaica ave|e/of jewel ave|s/of 63rd rd|s/of astoria b|n/of 95th ave|w/of 63rd ave|s/of 65th ave|e/of 62nd dr|n/of 68th ave|e/of astoria bl|s/of astoria blv|w/of jewel ave|s/of northern bl|w/of 72nd ave|s/of 86th ave|n/of 63rd dr|n/of 86th ave|w/of 62nd dr|1p|s/of 101st ave|e/of 63rd ave|n/of 70th st|n/of 46th ave|w/of 67th rd|e/of 72nd rd|w/of 65th ave	T	4837
110TH ST		P	7
111 AVE	116 st|204 street|197 st|196 street|159 st|159 street	P	91
111 AVENUE		P|S	25
111 ST	54 ave|fmcp|55 ave|56 avenue	P	191
111 STREET	50 ave|52 avenue	S|P	226
111st St	s/of liberty av|n/of 53rd ave|n/of 38th ave|n/of lefferts b|n/of northern bl|n/of liberty av|n/of 14th rd|n/of 48th ave|s/of 55th ave|n/of 66th rd|s/of jamaica av|s/of roosevelt|s/of 50th ave|s/of 56th ave|n/of 52nd ave|s/of 46th ave|e/of 72nd ave|s/of northern b|n/of 46th ave|n/of 50th ave|s/of 49th ave|s/of 54th ave|n/of 41st ave|s/of 41st ave|n/of 37th ave|s/of park ln s|w/of 53rd ave|n/of 101st ave|n/of 51st ave|n/of 91st ave|n/of 54th ave|s/of 39th ave|s/of 101st ave|n/of northern|n/of 47th ave|middle block|n/of liberty ave|e/of corona ave|n/of 56th ave|n/of corona ave|s/of 52nd ave|n/of northern b|s/of 37th ave|e/of jamaica a|e/of 101st ave|n/of jamaica av|n/of 55th ave|s/of 95th ave|n/of 49th ave|s/of 34th ave|s/of 48th ave|n/of atlantic a|e/of lefferts bl|n/of 45th ave|n/of 34th ave|w/of 51st ave|w/of 37th ave|s/of 86th ave|s/of 47th ave|n/of jamaica ave|s/of saultell|s/of 111th ave	T	702
111th Ave	w/of 115th st|e/of 135th st|e/of 142nd st|w/of 130th st|w/of 159th st|e/of 145th st|w/of 134th st|e/of 157th st|w/of lefferts bl|e/of lefferts|w/of 118th st|w/of 124th st|w/of 111st st|w/of liverpool s|w/of 173rd st|w/of 127th st|e/of 153rd st|w/of francis le|e/of 172nd st|w/of 135th st|w/of 207th st|e/of 202nd st|e/of 112th st|e/of 207th st|w/of 123rd st|e/of 140th st|s/of 145th st|w/of 60th st|w/of 128th st|w/of 114th st|e/of francis le|w/of 141st st|w/of 204th st|w/of 203rd st|w/of 160th st|w/of lefferts|w/of 131st st|s/of 203rd st|w/of 208th st|e/of 200th st|e/of 134th st|w/of 113th st|w/of delevan st|e/of 158th st|e/of 131st st|e/of 117th st|w/of 168th st|w/of van wyck e|s/of 133rd st|n/of 175th st|e/of 204th st|w/of 142nd st|w/of 133rd st|e/of lefferts b|e/of 159th st|e/of lefferts bl|w/of lefferts b|e/of 201st st|e/of 141st st|e/of 111th st|e/of 128th st|w/of sutphin blv|e/of 110th st|s/of 111st st|e/of 118th st|w/of 112th st|e/of bedell st|n/of 101st ave|w/of 111th st|e/of 144th st|w/of 110th st|e/of 133rd st|e/of 122nd st|e/of 203rd st|w/of 145th st|w/of springfiel|s/of lefferts b|s/of 111th st|s/of 207th st|w/of 166th st|w/of 120th st|w/of merrick bl|e/of 111st st|w/of 201st st|w/of sutphin b|s/of 223rd st|e/of sutphin bl|w/of 133rd ave|e/of farmers bl|e/of 130th st|e/of hawtree cr|w/of 144th st|w/of inwood st|n/of liberty av|w/of union hall|e/of 132nd st|w/of 153rd st|e/of 143rd st|e/of merrick bl|e/of lincoln st|e/of 208th st|w/of francis lew	T	1393
111th Rd	w/of francis le|s/of 205th st|e/of 205th st|s/of 111th ave|w/of springfiel|n/of 101st ave|e/of merrick bl|w/of 176th st|e/of 132nd st|w/of 172nd st|w/of sutphin blv	T	214
111th St	s/of 56th ave|n/of 49th ave|n/of 45th ave|s/of atlantic|n/of atlantic a|e/of 39th ave|s/of 49th ave|n/of roosevelt a|s/of jamaica ave|s/of astoria blv|n/of liberty av|n/of 14th rd|n/of 47th st|s/of 95th ave|middle biock|n/of 34th ave|s/of 101st ave|s/of 41st ave|s/of northern b|s/of liberty ave|n/of 103rd ave|w/of 101st ave|s/of 39th ave|s/of 50th ave|n/of 101st ave|n/of liberty ave|n/of northern bl|e/of lefferts b|s/of roosevelt|e/of corona ave|w/of 50th ave|e/of 46th ave|s/of 43rd ave|s/of northern bl|s/of 45th ave|s/of 103rd ave|n/of jamaica ave|midlle block|s/of 14th ave|n/of 55th ave|n/of 47th ave|s/of jamaica av|s/of 47th ave|n/of 53rd ave|s/of 38th ave|n/of roosevelt|n/of atlantic av|s/of 42nd ave|w/of lefferts bl|e/of 66th rd|s/of atlantic a|n/of otis ave|s/of 44th ave|w/of 37th ave|s/of 54th ave|s/of 53rd ave|w/of 47th ave|s/of 51st ave|s/of liberty a|n/of 48th ave|n/of 52nd ave|n/of 38th ave|n/of northern b|midle block|s/of 46th ave|s/of astoria bl|n/of 46th ave|n/of jamaica av|n/of 37th ave|s/of 55th ave|n/of 50th ave|middle block|s/of 37th ave|n/of 51st ave|s/of liberty av|s/of 48th ave|n/of corona ave|n/of 41st ave|n/of 56th ave|n/of 39th ave|mitle of the block|n/of 54th ave|s/of 34th ave|n/of astoria blv|s/of astoria b|n/of northern|s/of 52nd ave|n/of 91st ave|w/of 39th ave|e/of lefferts bl|s/of corona ave|n/of 86th ave|n/of rockaway b|s/of 91st ave|n/of 43rd ave|e/of 101st ave|s/of 86th ave|w/of northern|blocking|s/of atlantic av|n/of 66th rd	T	3834
112 AVE	148 st|153 st|153 street	P	15
112 AVENUE	153 street|sutphin blvd	S|P	4
112 RD		P	7
112 ROAD		P	7
112 ST	38 avenue|i/o 12 ave	P	123
112 STREET		S|P	145
112th Ave	w/of 208th st|e/of francis le|w/of francis le|e/of 227th st|e/of 196th st|w/of 155th st|e/of 202nd st|e/of 148th st|n/of liberty av|s/of 148th st|w/of sutphin bl|w/of springfield|w/of 70th rd|n/of jamaica av|w/of 207th st|e/of 207th st|e/of 203rd st|e/of 208th st|e/of 205th st|w/of springfiel|w/of 203rd st|e/of 209th st|n/of sutphin blv|w/of 180th st|e/of springfiel|w/of 209th st|w/of 205th st|s/of 219th st|w/of witthoff s|w/of 200th st|n/of 148th st|n/of 155th st|w/of 219th st|e/of farmers bl|e/of 198th st	T	351
112th Pl	s/of astoria blv|s/of 114th st|n/of northern b|s/of astoria bl|n/of northern	T	148
112th Rd	w/of 219th st|e/of farmers bl|s/of springfield|e/of 205th st|w/of francis le|n/of springfield|w/of 221st st|w/of 196th st|w/of 227th st|w/of springfield|e/of springfield|e/of 219th st	T	174
112th St	s/of queens blv|w/of 72nd ave|s/of 71st ave|w/of 72nd rd|n/of northern bl|n/of jamaica a|n/of 67th rd|n/of 69th ave|n/of 67th dr|w/of 68th rd|n/of 72nd dr|s/of 93rd ave|s/of 14th ave|n/of 39th ave|s/of atlantic a|w/of 68th ave|e/of 71st rd|w/of 95th ave|w/of jewel ave|n/of jamaica av|s/of 73rd ave|s/of 39th ave|w/of 86th ave|e/of 70th ave|n/of 101st ave|w/of 75th ave|n/of 70th rd|n/of 95th ave|s/of 91st ave|s/of 71st rd|n/of 70th ave|w/of 72nd dr|n/of 103rd ave|n/of 84th ave|e/of 63rd rd|n/of 37th ave|e/of 67th dr|w/of 73rd ave|e/of 73rd ave|s/of 68th rd|s/of 92nd ave|e/of 72nd rd|w/of 69th ave|s/of jamaica a|s/of atlantic|e/of 75th ave|n/of 107th ave|e/of 72nd ave|n/of queens blvd|s/of northern b|s/of northern bl|n/of 68th ave|e/of jamaica av|n/of 115th st|s/of 72nd dr|n/of myrtle ave|s/of 70th ave|n/of 68th dr|s/of 103rd ave|s/of 37th ave|e/of liberty av|e/of jewel ave|n/of roosevelt|s/of 69th rd|e/of 70th st|n/of 109th ave|s/of liberty av|n/of 71st ave|s/of 95th ave|s/of jamaica ave|s/of liberty ave|n/of liberty av|s/of 68th dr|s/of 70th rd|s/of 109th ave|w/of 71st rd|e/of 69th ave|n/of northern b|n/of 15th ave|s/of 34th ave|n/of 91st ave|n/of 137th ave|n/of 75th ave|s/of 38th ave|s/of 67th rd|s/of jamaica av|s/of 101st ave|w/of 71st ave|e/of 69th rd|s/of astoria bl|n/of 38th ave|s/of 67th dr|n/of 86th ave|e/of 72nd dr|e/of 70th rd|e/of 68th rd|s/of 75th ave|n/of 68th rd|n/of jamaica ave|w/of 70th rd|n/of 34th ave|e/of 71st ave|w/of 67th dr|n/of 71st rd|s/of 72nd ave|n/of 73rd ave|s/of 72nd rd|n/of 72nd rd|e/of rockaway bl|s/of 69th ave|n/of liberty ave|s/of 34th st|n/of 92nd ave|s/of 107th ave|s/of 86th ave|n/of 72nd ave|n/of queens blv|s/of 111th ave|s/of 85th ave|e/of roosevelt a|s/of astoria blv|n/of rockaway bl|w/of 70th ave|n/of 111th ave|n/of roosevelt a|n/of 103rd st|w/of 68th dr|e/of 38th ave|w/of 103rd ave|s/of jewel ave|w/of 38th ave	T	4611
113 AVE	sutphin blvd|sutphon blvd|197 st|212 st n/e	P	21
113 ST	pell ave|dell ave	P	123
113 STREET	77 ave|107 avenue|i/o liberty ave	S|P	193
113th Ave	e/of 204th st|e/of 199th st|w/of 205th st|w/of 196th st|w/of francis le|w/of 197th st|e/of 155th st|e/of 196th st|e/of francis le|w/of 208th st|e/of sutphin blv|e/of springfiel|n/of 201st st|e/of 205th st|e/of 221st st|w/of 198th st|w/of sutphin bl|w/of 204th st|e/of 203rd st|w/of springfiel|w/of 157th st|n/of liberty av|e/of 197th st|w/of 210th st|e/of sutphin bl|s/of sutphin bl|w/of 207th st|s/of 157th st|w/of 225th st|e/of 157th st|e/of 157th ave|e/of springfield|e/of 219th st	T	353
113th Dr	n/of 219th st|s/of 219th st	T	57
113th Rd	w/of 196th st|w/of francis le|w/of 194th st|w/of 76th st	T	69
113th St	s/of atlantic a|n/of 72nd dr|n/of 37th ave|s/of 103rd ave|e/of jewel ave|w/of 72nd rd|s/of 93rd ave|n/of 75th st|n/of liberty av|e/of 73rd rd|s/of liberty a|n/of 107th ave|n/of 93rd ave|w/of 37th ave|n/of atlantic a|n/of 71st rd|s/of liberty av|s/of jamaica av|n/of liberty ave|s/of myrtle ave|n/of 70th rd|n/of 76th rd|w/of 75th ave|s/of 75th ave|n/of 95th ave|e/of 70th dr|s/of 71st ave|w/of 71st rd|s/of 34th ave|s/of 72nd dr|s/of 37th ave|s/of 107th ave|n/of 103rd st|s/of 109th ave|w/of 109th ave|n/of queens blv|e/of 72nd dr|s/of liberty ave|n/of linden blvd|n/of 86th ave|n/of 103rd ave|s/of 91st ave|e/of 72nd rd|s/of 95th ave|s/of 111th ave|n/of 101st ave|n/of 91st ave|e/of atlantic av|w/of 76th rd|n/of 75th ave|s/of 101st ave|s/of 89th ave|s/of atlantic av|s/of jewel ave|w/of 72nd dr|s/of queens blv|s/of 72nd rd|n/of myrtle ave|w/of 71st ave|e/of 101st ave|n/of 111th ave|e/of 72nd st|n/of 14th rd|n/of 71st ave|n/of northern b|e/of 75th ave|e/of 76th rd|n/of 109th ave|s/of 70th rd|e/of grand cent|n/of 72nd rd|n/of jamaica av|s/of 103rd st|w/of 77th ave|n/of 34th ave|n/of 85th ave|s/of northern|n/of rockaway bl|s/of 14th ave|w/of 70th rd|s/of 86th ave|n/of 109th st	T	3934
113TH ST		P	4
114 DRIVE	murdock ave	S|P	4
114 PL		P	16
114 PLACE		P	5
114 RD	180 st|214 st|sutphin blvd	P	21
114 ROAD	sutphin blvd	P|S	6
114 ST	109 ave|n/o roosevelt ave|135 ave	P	98
114 STREET	85 avenue	S|P	119
114th Ave	n/of springfield|s/of 221st st|n/of roosevelt|n/of 38th ave|n/of 39th ave|s/of 219th st|s/of 103rd ave|n/of 37th ave|s/of 227th st|s/of 39th ave|s/of liberty av|e/of springfield	T	106
114th Dr	w/of mexico st|n/of sutphin bl|w/of farmers bl	T	58
114th Pl	s/of 133rd ave|s/of sutter ave|s/of 150th ave|n/of 149th ave|n/of sutter av|n/of sutter ave|s/of rockaway b|w/of 114th st|s/of 149th ave|s/of 135th ave|w/of 133rd ave|n/of rockaway b|e/of sutter ave|w/of sutter ave|n/of 150th ave|e/of 149th ave|w/of 149th ave	T	224
114th Rd	n/of 41st ave|w/of 178th pl|w/of 155th st|e/of sutphin bl|w/of francis le|e/of farmers blv|w/of mexico st|e/of 110th st|w/of 157th st|w/of farmers blv|e/of 205th st|w/of francis l|e/of springfiel	T	150
